timestamp_ms,update_count,mid_price,best_bid,best_ask,spread,latency_ns,num_updates,imbalance,buy_aggression,sell_aggression,aggression_ratio,nearest_ask_wall_price,nearest_ask_wall_qty,nearest_bid_wall_price,nearest_bid_wall_qty,wall_event
1772057356066,134,69017.65,69017.65,69017.66,0.01,51453,47,0.0136,1323.3242,1312.0505,0.5021,69063.31,6.13,68893.99,7.26,[WALL APPEARED] BID $68885.710  7.24 BTC
1772057357108,135,69017.65,69017.65,69017.66,0.01,79160,59,0.0105,1310.4623,1297.4111,0.5025,69063.31,6.13,68893.99,7.26,[WALL APPEARED] BID $68885.710  7.24 BTC
1772057358064,136,69017.65,69017.65,69017.66,0.01,125862,88,0.0101,1320.5285,1300.5867,0.5038,69063.31,6.13,68893.99,7.26,[WALL APPEARED] BID $68885.710  7.24 BTC
1772057359113,137,69017.65,69017.65,69017.66,0.01,51601,42,0.1296,1303.4355,1286.1550,0.5033,69063.31,6.13,68893.99,7.26,[WALL APPEARED] BID $68885.710  7.24 BTC
1772057360064,138,69017.65,69017.65,69017.66,0.01,13666,24,0.1288,1304.1655,1285.9997,0.5035,69063.31,6.13,68893.99,7.26,[WALL APPEARED] BID $68885.710  7.24 BTC
1772057361066,139,69017.65,69017.65,69017.66,0.01,56202,22,0.1270,1297.8909,1280.4595,0.5034,69063.31,6.13,68893.99,7.26,[WALL APPEARED] BID $68885.710  7.24 BTC
1772057362065,140,69017.65,69017.65,69017.66,0.01,69177,48,0.0080,1245.8499,1250.5605,0.4991,69063.31,6.13,68893.99,7.26,[WALL APPEARED] BID $68885.710  7.24 BTC
1772057363065,141,69017.65,69017.65,69017.66,0.01,165588,83,0.0111,1238.2750,1243.7714,0.4989,69063.31,6.13,68893.99,7.26,[WALL APPEARED] ASK $69900.000  7.11 BTC
1772057364061,142,69017.65,69017.65,69017.66,0.01,43893,53,0.0110,1237.5725,1240.8317,0.4993,69063.31,6.13,68893.99,7.26,[WALL APPEARED] ASK $69900.000  7.11 BTC
1772057365231,143,69017.65,69017.65,69017.66,0.01,25435,34,0.0149,1237.5349,1239.4323,0.4996,69063.31,6.13,68893.99,7.26,[WALL APPEARED] ASK $69900.000  7.11 BTC
1772057366073,144,69004.11,69004.10,69004.11,0.01,610311,1090,0.0011,1265.5442,1258.0733,0.5015,69063.31,6.13,68893.99,7.26,[WALL GONE !!!] ASK $69159.920  was 7.24 BTC << SPOOF?
1772057367068,145,69000.98,69000.97,69000.98,0.01,298075,357,0.2923,1261.3802,1248.3495,0.5026,69063.31,6.13,68893.99,7.26,[WALL GONE !!!] ASK $69159.920  was 7.24 BTC << SPOOF?
1772057368063,146,69000.98,69000.97,69000.98,0.01,101820,74,0.2932,1243.5661,1231.8846,0.5024,69063.31,6.13,68893.99,7.26,[WALL GONE !!!] ASK $69159.920  was 7.24 BTC << SPOOF?
1772057369065,147,69000.98,69000.97,69000.98,0.01,209147,131,0.3627,1224.3034,1230.7682,0.4987,69063.31,6.13,68893.99,7.26,[WALL GONE !!!] ASK $69159.920  was 7.24 BTC << SPOOF?
1772057370071,148,69000.98,69000.97,69000.98,0.01,59618,209,0.5236,1234.1732,1233.6011,0.5001,69063.31,6.13,68893.99,7.26,[WALL GONE !!!] ASK $69159.920  was 7.24 BTC << SPOOF?
1772057371069,149,69000.98,69000.97,69000.98,0.01,65785,37,0.5469,1214.9209,1225.7493,0.4978,69063.31,6.13,68893.99,7.26,[WALL GONE !!!] ASK $69159.920  was 7.24 BTC << SPOOF?
1772057372061,150,69000.98,69000.97,69000.98,0.01,46327,26,0.5593,1202.3497,1217.4174,0.4969,69063.31,6.13,68893.99,7.26,[WALL GONE !!!] ASK $69159.920  was 7.24 BTC << SPOOF?
1772057373072,151,69000.98,69000.97,69000.98,0.01,82303,42,0.5180,1199.2596,1206.5443,0.4985,69063.31,6.13,68893.99,7.26,[WALL GONE !!!] ASK $69159.920  was 7.24 BTC << SPOOF?
1772057374075,152,69000.98,69000.97,69000.98,0.01,168605,172,0.5564,1203.8268,1216.4580,0.4974,69063.31,6.13,68893.99,7.26,[WALL APPEARED] BID $54800.000  5.33 BTC
1772057375062,153,69000.98,69000.97,69000.98,0.01,33476,48,0.5566,1205.8668,1212.2174,0.4987,69063.31,6.13,68893.99,7.26,[WALL APPEARED] BID $54800.000  5.33 BTC
1772057376095,154,68992.24,68992.23,68992.24,0.01,395145,830,0.1009,1233.7592,1260.9554,0.4945,69063.31,6.13,68893.99,7.26,[WALL APPEARED] BID $68864.860  7.24 BTC
1772057377065,155,68992.24,68992.23,68992.24,0.01,275450,368,0.3582,1208.3655,1259.4982,0.4896,69063.31,6.13,68893.99,7.26,[WALL GONE !!!] ASK $69140.600  was 7.24 BTC << SPOOF?
1772057378078,156,68992.24,68992.23,68992.24,0.01,97928,75,0.2452,1197.3671,1245.8517,0.4901,69063.31,6.13,68893.99,7.26,[WALL GONE !!!] ASK $69140.600  was 7.24 BTC << SPOOF?
1772057379100,157,68992.24,68992.23,68992.24,0.01,343003,366,0.0705,1162.1502,1278.8704,0.4761,69063.31,6.13,68960.80,6.13,[WALL APPEARED] BID $65500.000  6.74 BTC
1772057380081,158,68992.24,68992.23,68992.24,0.01,62303,150,0.1680,1177.7462,1286.2147,0.4780,69063.31,6.13,68960.80,6.13,[WALL GONE !!!] ASK $69222.540  was 6.43 BTC << SPOOF?
1772057381065,159,68992.24,68992.23,68992.24,0.01,170522,221,0.5893,1128.3294,1246.2197,0.4752,69063.31,6.13,68960.80,6.13,[WALL GONE !!!] ASK $69222.540  was 6.43 BTC << SPOOF?
1772057382070,160,68992.24,68992.24,68992.25,0.01,258432,216,0.7978,1098.1931,1206.3387,0.4765,69063.31,6.13,68960.80,6.13,[WALL APPEARED] ASK $69128.440  7.24 BTC
1772057383100,161,68992.24,68992.24,68992.25,0.01,91636,101,0.5742,1020.6032,1160.8694,0.4679,69063.31,6.13,68960.80,6.13,[WALL APPEARED] BID $62800.000  5.29 BTC
1772057384067,162,68992.24,68992.24,68992.25,0.01,142047,66,0.6899,1021.5325,1131.4917,0.4745,69063.31,6.13,68960.80,6.13,[WALL GONE !!!] ASK $69163.900  was 6.60 BTC << SPOOF?
1772057385090,163,68992.24,68992.24,68992.25,0.01,48185,151,0.8267,1028.6674,1139.5706,0.4744,69063.31,6.13,68960.80,6.13,[WALL APPEARED] ASK $69171.040  6.34 BTC
1772057386111,164,68992.24,68992.24,68992.25,0.01,289133,208,0.8367,936.0754,1103.5583,0.4589,69063.31,6.13,68960.80,6.13,[WALL APPEARED] ASK $69171.040  6.34 BTC
1772057387073,165,69000.98,69000.97,69000.98,0.01,308676,655,0.9102,970.1569,1085.9584,0.4718,69063.31,6.13,68960.80,6.13,[WALL GONE !!!] ASK $69128.440  was 7.24 BTC << SPOOF?
1772057388111,166,69000.98,69000.97,69000.98,0.01,153172,167,0.9188,964.3318,1081.7059,0.4713,69063.31,6.13,68960.80,6.13,[WALL GONE !!!] ASK $69128.440  was 7.24 BTC << SPOOF?
1772057389078,167,69008.52,69008.52,69008.53,0.01,385353,584,0.8037,969.8914,1084.0259,0.4722,69063.31,6.13,68960.80,6.13,[WALL APPEARED] ASK $89000.000  15.6 BTC
1772057390070,168,69017.64,69017.64,69017.65,0.01,186065,903,0.8613,1030.6932,1111.9528,0.4810,69063.31,6.13,68960.80,6.13,[WALL APPEARED] ASK $89000.000  15.6 BTC
1772057391079,169,69028.79,69028.79,69028.80,0.01,402104,782,0.3822,1033.8009,1130.2936,0.4777,69034.88,6.13,68960.80,6.13,[WALL APPEARED] ASK $69166.310  7.24 BTC
1772057392063,170,69028.79,69028.79,69028.80,0.01,95803,147,0.2530,1033.2094,1138.8046,0.4757,69034.88,6.13,68960.80,6.13,[WALL APPEARED] ASK $69166.310  7.24 BTC
1772057393121,171,69028.79,69028.79,69028.80,0.01,167146,128,0.4374,955.1030,1069.2332,0.4718,69063.31,6.13,68960.80,6.13,[WALL GONE !!!] ASK $69034.880  was 6.12 BTC << SPOOF?
1772057394070,172,69028.79,69028.79,69028.80,0.01,157005,287,0.7506,988.2241,1071.1360,0.4799,69063.31,6.13,68960.80,6.13,[WALL APPEARED] BID $55100.000  41.5 BTC
1772057395064,173,69028.79,69028.79,69028.80,0.01,40893,74,0.7277,978.8760,1043.2811,0.4841,69063.31,6.13,68960.80,6.13,[WALL APPEARED] BID $55100.000  41.5 BTC
1772057396062,174,69028.79,69028.79,69028.80,0.01,74220,39,0.6796,934.1286,1030.9382,0.4754,69063.31,6.13,68960.80,6.13,[WALL APPEARED] BID $55100.000  41.5 BTC
1772057397072,175,69028.79,69028.79,69028.80,0.01,86785,68,0.6075,932.4965,1024.8639,0.4764,69063.31,6.13,68960.80,6.13,[WALL APPEARED] BID $55100.000  41.5 BTC
1772057398061,176,69028.79,69028.79,69028.80,0.01,50077,35,0.7797,915.4182,1015.9298,0.4740,69063.31,6.13,68960.80,6.13,[WALL APPEARED] BID $55100.000  41.5 BTC
1772057399063,177,69028.79,69028.79,69028.80,0.01,84160,50,0.6059,911.1348,1015.8524,0.4728,69063.31,6.13,68960.80,6.13,[WALL APPEARED] BID $55100.000  41.5 BTC
1772057400061,178,69028.79,69028.79,69028.80,0.01,23809,39,0.6018,910.8918,1016.7694,0.4725,69063.31,6.13,68960.80,6.13,[WALL APPEARED] BID $55100.000  41.5 BTC
1772057401067,179,69028.79,69028.79,69028.80,0.01,106488,57,0.6829,876.3379,1003.8079,0.4661,69063.31,6.13,68960.80,6.13,[WALL APPEARED] BID $55100.000  41.5 BTC
1772057402092,180,69050.95,69050.94,69050.95,0.01,828641,1573,0.8410,961.4532,1027.2499,0.4835,69071.82,6.13,68960.80,6.13,[WALL APPEARED] ASK $69195.640  7.24 BTC
1772057403088,181,69066.46,69066.46,69066.47,0.01,917360,1510,0.6632,1017.7512,1058.9068,0.4901,69171.04,6.35,68924.95,7.24,[WALL GONE !!!] ASK $69195.640  was 7.24 BTC << SPOOF?
1772057404072,182,69066.46,69066.46,69066.47,0.01,299051,336,0.7212,1017.6203,1055.4134,0.4909,69171.04,6.35,68924.95,7.24,[WALL GONE !!!] ASK $69195.640  was 7.24 BTC << SPOOF?
1772057405090,183,69069.49,69069.49,69069.50,0.01,161190,983,0.3536,1060.1413,1116.5807,0.4870,69085.24,6.13,69037.82,6.13,[WALL APPEARED] ASK $69254.660  6.57 BTC
1772057406066,184,69069.49,69069.49,69069.50,0.01,367044,247,0.3342,1061.1744,1134.3839,0.4833,69085.24,6.13,69045.44,6.13,[WALL GONE !!!] BID $69037.820  was 6.12 BTC << SPOOF?
1772057407092,185,69069.49,69069.48,69069.49,0.01,117862,207,0.1649,1030.5383,1094.8837,0.4849,69085.24,6.13,69045.44,6.13,[WALL GONE !!!] BID $69037.820  was 6.12 BTC << SPOOF?
1772057408069,186,69069.49,69069.48,69069.49,0.01,449348,320,0.7277,1073.3486,1105.7118,0.4926,69160.04,7.32,69045.44,6.13,[WALL GONE !!!] ASK $69085.240  was 6.12 BTC << SPOOF?
1772057409074,187,69069.49,69069.48,69069.49,0.01,128755,109,0.7020,1059.9037,1097.9780,0.4912,69160.04,7.32,69045.44,6.13,[WALL GONE !!!] ASK $69085.240  was 6.12 BTC << SPOOF?
1772057410113,188,69079.46,69079.45,69079.46,0.01,255783,1065,0.8433,1107.9281,1121.5371,0.4969,69094.09,6.13,69045.44,6.13,[WALL APPEARED] ASK $69101.430  6.12 BTC
1772057411068,189,69079.46,69079.45,69079.46,0.01,381836,299,0.9968,1092.1380,1098.7994,0.4985,69101.43,6.13,69045.44,6.13,[WALL APPEARED] ASK $69229.340  7.23 BTC
1772057412102,190,69081.65,69081.65,69081.66,0.01,189148,329,0.6942,1103.5156,1109.7428,0.4986,69101.43,6.13,69045.44,6.13,[WALL APPEARED] ASK $69229.340  7.23 BTC
1772057413067,191,69081.65,69081.65,69081.66,0.01,277366,207,0.4797,1106.5163,1115.4123,0.4980,69101.43,6.13,69045.44,6.13,[WALL APPEARED] ASK $69229.340  7.23 BTC
1772057414066,192,69081.65,69081.65,69081.66,0.01,47976,78,0.5183,1088.6948,1045.7074,0.5101,69101.43,6.13,69045.44,6.13,[WALL APPEARED] ASK $69229.340  7.23 BTC
1772057415064,193,69081.65,69081.65,69081.66,0.01,29768,125,0.5503,1095.5559,1050.0329,0.5106,69101.43,6.13,69045.44,6.13,[WALL APPEARED] ASK $69229.340  7.23 BTC
1772057416069,194,69076.80,69076.80,69076.81,0.01,455097,571,0.0009,1122.6852,1071.0314,0.5118,69076.81,5.10,69045.44,6.13,[WALL GONE !!!] ASK $69229.340  was 7.23 BTC << SPOOF?
1772057417072,195,69068.01,69068.00,69068.01,0.01,420247,575,0.2316,1135.8247,1076.3647,0.5134,69101.43,6.13,69045.44,6.13,[WALL GONE !!!] ASK $69076.810  was 5.09 BTC << SPOOF?
1772057418062,196,69068.01,69068.00,69068.01,0.01,130463,70,0.1469,1133.0660,1080.2192,0.5119,69101.43,6.13,69045.44,6.13,[WALL GONE !!!] ASK $69076.810  was 5.09 BTC << SPOOF?
